statistic_label,month,property_type,unit,value
Percentage Change over 3 months for Residential Property Price Index,2022 October,Dublin City - houses,%,0.1
Percentage Change over 3 months for Residential Property Price Index,2022 October,Dun Laoghaire-Rathdown - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2022 October,Fingal - houses,%,3.3
Percentage Change over 3 months for Residential Property Price Index,2022 October,South Dublin - houses,%,4.3
Percentage Change over 3 months for Residential Property Price Index,2022 October,National excluding Dublin - all residential properties,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2022 October,National excluding Dublin - houses,%,1.9
Percentage Change over 3 months for Residential Property Price Index,2022 October,National excluding Dublin - apartments,%,-0.3
Percentage Change over 3 months for Residential Property Price Index,2022 October,Border - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2022 October,Midland - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2022 October,West - houses,%,2.6
Percentage Change over 3 months for Residential Property Price Index,2022 October,Mid-East - houses,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2022 October,Mid-West - houses,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2022 October,South-East - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 October,South-West - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2022 November,National - all residential properties,%,1.0
Percentage Change over 3 months for Residential Property Price Index,2022 November,National - houses,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2022 November,National - apartments,%,0.5
Percentage Change over 3 months for Residential Property Price Index,2022 November,Dublin - all residential properties,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2022 November,Dublin - houses,%,0.4
Percentage Change over 3 months for Residential Property Price Index,2022 November,Dublin - apartments,%,1.4
Percentage Change over 3 months for Residential Property Price Index,2022 November,Dublin City - houses,%,-0.9
Percentage Change over 3 months for Residential Property Price Index,2022 November,Dun Laoghaire-Rathdown - houses,%,-0.6
Percentage Change over 3 months for Residential Property Price Index,2022 November,Fingal - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 November,South Dublin - houses,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2022 November,National excluding Dublin - all residential properties,%,1.3
Percentage Change over 3 months for Residential Property Price Index,2022 November,National excluding Dublin - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2022 November,National excluding Dublin - apartments,%,-1.6
Percentage Change over 3 months for Residential Property Price Index,2022 November,Border - houses,%,2.1
Percentage Change over 3 months for Residential Property Price Index,2022 November,Midland - houses,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2022 November,West - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2022 November,Mid-East - houses,%,2.0
Percentage Change over 3 months for Residential Property Price Index,2022 November,Mid-West - houses,%,-0.4
Percentage Change over 3 months for Residential Property Price Index,2022 November,South-East - houses,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2022 November,South-West - houses,%,2.9
Percentage Change over 3 months for Residential Property Price Index,2022 December,National - all residential properties,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2022 December,National - houses,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2022 December,National - apartments,%,0.8
Percentage Change over 3 months for Residential Property Price Index,2022 December,Dublin - all residential properties,%,-0.6
Percentage Change over 3 months for Residential Property Price Index,2022 December,Dublin - houses,%,-1.0
Percentage Change over 3 months for Residential Property Price Index,2022 December,Dublin - apartments,%,0.8
Percentage Change over 3 months for Residential Property Price Index,2022 December,Dublin City - houses,%,-2.6
Percentage Change over 3 months for Residential Property Price Index,2022 December,Dun Laoghaire-Rathdown - houses,%,-1.8
Percentage Change over 3 months for Residential Property Price Index,2022 December,Fingal - houses,%,0.9
Percentage Change over 3 months for Residential Property Price Index,2022 December,South Dublin - houses,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2022 December,National excluding Dublin - all residential properties,%,1.6
Percentage Change over 3 months for Residential Property Price Index,2022 December,National excluding Dublin - houses,%,1.7
Percentage Change over 3 months for Residential Property Price Index,2022 December,National excluding Dublin - apartments,%,0.5
Percentage Change over 3 months for Residential Property Price Index,2022 December,Border - houses,%,3.1
Percentage Change over 3 months for Residential Property Price Index,2022 December,Midland - houses,%,-0.3
Percentage Change over 3 months for Residential Property Price Index,2022 December,West - houses,%,2.3
Percentage Change over 3 months for Residential Property Price Index,2022 December,Mid-East - houses,%,2.5
Percentage Change over 3 months for Residential Property Price Index,2022 December,Mid-West - houses,%,-0.2
Percentage Change over 3 months for Residential Property Price Index,2022 December,South-East - houses,%,-0.9
Percentage Change over 3 months for Residential Property Price Index,2022 December,South-West - houses,%,2.7
Percentage Change over 3 months for Residential Property Price Index,2023 January,National - all residential properties,%,-0.1
Percentage Change over 3 months for Residential Property Price Index,2023 January,National - houses,%,-0.1
Percentage Change over 3 months for Residential Property Price Index,2023 January,National - apartments,%,-0.6
Percentage Change over 3 months for Residential Property Price Index,2023 January,Dublin - all residential properties,%,-1.6
Percentage Change over 3 months for Residential Property Price Index,2023 January,Dublin - houses,%,-1.7
Percentage Change over 3 months for Residential Property Price Index,2023 January,Dublin - apartments,%,-1.2
Percentage Change over 3 months for Residential Property Price Index,2023 January,Dublin City - houses,%,-3.3
Percentage Change over 3 months for Residential Property Price Index,2023 January,Dun Laoghaire-Rathdown - houses,%,-2.3
Percentage Change over 3 months for Residential Property Price Index,2023 January,Fingal - houses,%,0.0
Percentage Change over 3 months for Residential Property Price Index,2023 January,South Dublin - houses,%,0.2
Percentage Change over 3 months for Residential Property Price Index,2023 January,National excluding Dublin - all residential properties,%,1.0
Percentage Change over 3 months for Residential Property Price Index,2023 January,National excluding Dublin - houses,%,1.1
Percentage Change over 3 months for Residential Property Price Index,2023 January,National excluding Dublin - apartments,%,0.6
Percentage Change over 3 months for Residential Property Price Index,2023 January,Border - houses,%,4.0
Percentage Change over 3 months for Residential Property Price Index,2023 January,Midland - houses,%,0.7
Percentage Change over 3 months for Residential Property Price Index,2023 January,West - houses,%,0.9
